date_time,price,file_name
1551484800000,0.6968725294244813,1sg
1551571200000,0.6883224356452401,1sg
1551657600000,0.6819018895354121,1sg
1551744000000,0.723788348196073,1sg
1551830400000,0.7305241367124127,1sg
1551916800000,0.7283283262360921,1sg
1552003200000,0.7198046698588582,1sg
1552089600000,0.7153980758743261,1sg
1552176000000,0.7247829216255818,1sg
1552262400000,0.7209389880691087,1sg
1552348800000,0.7033469835814801,1sg
1552435200000,0.706743428292882,1sg
1552521600000,0.7050771816204291,1sg
1552608000000,0.7037961818627317,1sg
1552694400000,0.7256499167910202,1sg
1552780800000,0.7153326308143866,1sg
1552867200000,0.721999164315568,1sg
1552953600000,0.7216555969412172,1sg
1553040000000,0.7200861776038815,1sg
1553126400000,0.7296411510082784,1sg
1553212800000,0.7313662803106081,1sg
1553299200000,0.7303798677872401,1sg
1553385600000,0.7299601317777719,1sg
1553472000000,0.7273671393598424,1sg
1553558400000,0.7341707669814959,1sg
1553644800000,0.7321473044057082,1sg
1553731200000,0.7271916477892152,1sg
1553817600000,0.7265549405853382,1sg
1553904000000,0.7226661153822511,1sg
1553990400000,0.7215437343957027,1sg
1554076800000,0.7200162343699974,1sg
1554163200000,0.722529059158711,1sg
1554249600000,0.7249182216717006,1sg
1554336000000,0.718797090073387,1sg
1554422400000,0.7221036877828987,1sg
1554508800000,0.7279489071075853,1sg
1554595200000,0.7242925117092253,1sg
1554681600000,0.7222655270562672,1sg
1554768000000,0.7238857705430439,1sg
1554854400000,0.7197742592125089,1sg
1554940800000,0.7232278589731529,1sg
1555027200000,0.9114827076207644,1sg
1555113600000,0.9180626707748747,1sg
1555200000000,0.9165088272297502,1sg
1555286400000,0.9296222807527657,1sg
1555372800000,0.912490084778104,1sg
1555459200000,0.7285577789767065,1sg
1555545600000,0.7246092978736114,1sg
1555632000000,0.7203114969878655,1sg
1555718400000,0.7238194026483564,1sg
1555804800000,0.7204196104192933,1sg
1555891200000,0.7220987721249615,1sg
1555977600000,0.7208115667975137,1sg
1556064000000,0.7221321027900264,1sg
1556150400000,0.7190934152060842,1sg
1556236800000,0.8781226375373496,1sg
1556323200000,0.7230191906962352,1sg
1556409600000,0.7317574795063054,1sg
1556496000000,0.7264223267379879,1sg
1556582400000,0.720233004353314,1sg
1556668800000,0.7335799745083581,1sg
1556755200000,0.742181736954023,1sg
1556841600000,0.7355233820238986,1sg
1556928000000,0.7353385133749792,1sg
1557014400000,0.7290348419597608,1sg
1557100800000,0.7327942065463587,1sg
1557187200000,0.752713486013934,1sg
1557273600000,0.7251648852656237,1sg
1557360000000,0.7337069936311296,1sg
1557446400000,0.7272195111483054,1sg
1557532800000,0.7320684260496141,1sg
1557619200000,0.7601528173397355,1sg
1557705600000,0.7319814603046765,1sg
1557792000000,0.7318080190947794,1sg
1557878400000,0.7301301701763289,1sg
1557964800000,0.7327479531515022,1sg
1558051200000,0.7287825228567015,1sg
1558137600000,0.7277280656128343,1sg
1558224000000,0.7225583163581405,1sg
1558310400000,0.7251935400032481,1sg
1558396800000,0.7262944915723418,1sg
1558483200000,0.7266837959386045,1sg
1558569600000,0.7263444895697849,1sg
1558656000000,0.7226018691678457,1sg
1558742400000,0.7225038622355416,1sg
1558828800000,0.726269733168119,1sg
1558915200000,0.7285136122216556,1sg
1559001600000,0.7245003394630215,1sg
1559088000000,0.7224501837279713,1sg
1559174400000,0.7250764418389914,1sg
1559260800000,0.7231631232212564,1sg
1559347200000,0.7258405425880955,1sg
1559433600000,0.7267712532461336,1sg
1559520000000,0.7270385989800597,1sg
1559606400000,0.7315608768694197,1sg
1559692800000,0.7333819240894335,1sg
1559779200000,0.7328913841890963,1sg
1559865600000,0.7361919425471386,1sg
1559952000000,0.7332723219449295,1sg
1560038400000,0.734546768348186,1sg
1560124800000,0.7321408066908627,1sg
1560211200000,0.7372511775354177,1sg
1560297600000,0.7284721739994355,1sg
1560384000000,0.7354687869768861,1sg
1560470400000,0.7339501957500741,1sg
1560556800000,0.7665485585903297,1sg
1560643200000,0.7272001808130413,1sg
1560729600000,0.724615276614075,1sg
1560816000000,0.7296826059019929,1sg
1560866024000,0.7288112093502532,1sg
