date_time,price,file_name
1546473600000,0.7329390526285411,1sg
1546560000000,0.7329974432805223,1sg
1546646400000,0.7372243094798328,1sg
1546732800000,0.7031657569098922,1sg
1546819200000,0.7351544629097561,1sg
1546905600000,0.7239085826190438,1sg
1546992000000,0.7315269057623316,1sg
1547078400000,0.7230531477176902,1sg
1547164800000,0.7363628872891198,1sg
1547251200000,0.7227522944276773,1sg
1547337600000,0.7206564443035656,1sg
1547424000000,0.6931720273217745,1sg
1547510400000,0.748958475697658,1sg
1547596800000,0.745364601232069,1sg
1547683200000,0.7446577399193633,1sg
1547769600000,0.7422688735927242,1sg
1547856000000,0.741719337963524,1sg
1547942400000,0.7440527577172152,1sg
1548028800000,0.7343131938569742,1sg
1548115200000,0.7366679976309611,1sg
1548201600000,0.7353822466867647,1sg
1548288000000,0.7359621288261501,1sg
1548374400000,0.7354432313089485,1sg
1548460800000,0.7373028266624782,1sg
1548547200000,0.7375979820966715,1sg
1548633600000,0.726113887418258,1sg
1548720000000,0.6968276195673999,1sg
1548806400000,0.7315742043277884,1sg
1548892800000,0.7291346051296169,1sg
1548979200000,0.7395136379677488,1sg
1549065600000,0.7318646557911895,1sg
1549152000000,0.7343498028889011,1sg
1549238400000,0.7323532942853468,1sg
1549324800000,0.7277451800755453,1sg
1549411200000,0.7321158658744804,1sg
1549497600000,0.723347164997377,1sg
1549584000000,0.7277857046998712,1sg
1549670400000,0.736709705530425,1sg
1549756800000,0.7388494939345944,1sg
1549843200000,0.7330034243866055,1sg
1549929600000,0.7302178354926114,1sg
1550016000000,0.7341097573723754,1sg
1550102400000,0.7296596576012363,1sg
1550188800000,0.7318595549974312,1sg
1550275200000,0.736540339037434,1sg
1550361600000,0.7350681815510788,1sg
1550448000000,0.7402021167007004,1sg
1550534400000,0.7445801870045567,1sg
1550620800000,0.7368669056328789,1sg
1550707200000,0.7441128317832054,1sg
1550793600000,0.7375396733293365,1sg
1550880000000,0.7341760191347715,1sg
1550966400000,0.7406185027519163,1sg
1551052800000,0.7032311661553018,1sg
1551139200000,0.7006760173230059,1sg
1551225600000,0.7074518714613609,1sg
1551312000000,0.7125486967976314,1sg
1551398400000,0.697233693181506,1sg
